,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
936,인천광역시 강화군 내가면 고천리 1820,,2,,A03,A0303,A03030500,1615829,28,2.01204E+13,http://tong.visitkorea.or.kr/cms/resource/40/1575740_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1575740_image3_1.jpg,126.3895653,37.7100132,6,2.02207E+13,1,032-933-1366,신선낚시터,23018
937,인천광역시 중구 우현로 19-14,(신생동),2,,A05,A0502,A05020400,2769493,39,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/05/2788205_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2788205_image2_1.jpg,126.6264419,37.46983422,6,2.02212E+13,10,,신성루,22313
938,인천광역시 강화군 어류정길212번길 7-4,,2,,A05,A0502,A05020900,2838923,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/12/2838912_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2838912_image3_1.jpg,126.3342664,37.65260504,6,2.02208E+13,1,,신송당,23007
939,인천광역시 중구 차이나타운로44번길 31-3,,2,,A05,A0502,A05020400,2845110,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/04/2845104_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2845104_image3_1.jpg,126.617762,37.47555563,6,2.02208E+13,10,,신승반점,22312
940,인천광역시 옹진군 북도면,"신도리, 시도리, 모도리",2,0,A01,A0101,A01011300,2024639,12,2.01508E+13,http://tong.visitkorea.or.kr/cms/resource/79/2661879_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2661879_image2_1.jpg,126.4253141,37.53384269,6,2.02303E+13,9,,신시모도 (신도ㆍ시도ㆍ모도),
941,인천광역시 옹진군 시도로 106,,2,,A02,A0207,A02070200,2867116,15,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/03/2867103_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2867103_image3_1.jpg,126.4261862,37.53509256,6,2.02212E+13,9,0507-1377-1770,신시모도 삼형제 보물섬 축제,23114
942,인천광역시 중구 자유공원로27번길 1,,2,,A05,A0502,A05020100,2845309,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/07/2845307_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2845307_image3_1.jpg,126.6278722,37.47520862,6,2.02208E+13,10,,신신분식,22316
943,인천광역시 강화군 강화읍 강화대로409번길 4-3,,2,,A05,A0502,A05020100,606796,39,2.00808E+13,http://tong.visitkorea.or.kr/cms/resource/77/1898977_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1898977_image3_1.jpg,126.4853999,37.74622178,6,2.02302E+13,1,032-933-2025,신아리랑,23035
944,인천광역시 서구 원적로7번길 1,,2,,A05,A0502,A05020100,2877275,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/72/2877272_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2877272_image3_1.jpg,126.6792616,37.48765531,6,2.0221E+13,7,,신진말,22827
945,인천광역시 부평구 신트리로 21,,2,0,A02,A0202,A02020700,126568,12,2.00311E+13,http://tong.visitkorea.or.kr/cms/resource/84/760484_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/760484_image3_1.jpg,126.7266068,37.50649284,6,2.02206E+13,6,,신트리공원,21354
946,인천광역시 중구 우현로49번길 11-5,,2,,A04,A0401,A04010200,132381,38,2.00311E+13,http://tong.visitkorea.or.kr/cms/resource/01/1815001_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1815001_image3_1.jpg,126.6277834,37.47145628,6,2.0221E+13,10,032-772-5812,신포국제시장,22322
947,인천광역시 중구 우현로49번길 3,(신포동),2,,A05,A0502,A05020100,2781332,39,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/10/2786510_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2786510_image2_1.jpg,126.628239,37.47165904,6,2.02211E+13,10,,신포닭강정,22322
948,인천광역시 연수구 송도동 386-4,(송도동),2,0,A01,A0101,A01011100,2767879,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/11/2781411_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/11/2781411_image2_1.png,126.614777,37.34532348,6,2.02304E+13,8,,신항 바다쉼터,21992
949,인천광역시 남동구 은봉로419번길 35,,2,,A05,A0502,A05020100,2899141,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/40/2899140_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2899140_image3_1.jpg,126.7358864,37.41174568,6,2.02211E+13,4,,신화장어,21657
950,인천광역시 중구 도원로 15-1,(선화동),2,,A04,A0401,A04010200,2769502,38,2.02111E+13,,,126.636655,37.46612095,6,2.02304E+13,10,,신흥시장,22329
951,인천광역시 동구 서해대로520번길 12,,2,0,A02,A0204,A02040800,2554147,12,2.01807E+13,,,126.6386491,37.47184254,,2.02207E+13,5,,실감콘텐츠체험관 탐,22563
952,인천광역시 중구 무의동 산 361-5,,2,0,A01,A0101,A01011300,2767625,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/54/2781054_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2781054_image2_1.jpg,126.3912903,37.40080479,6,2.02212E+13,10,,실미도,
953,인천광역시 중구 큰무리로 99,(무의동),2,,A03,A0302,A03021700,2782159,28,2.02111E+13,,,126.4038974,37.40261869,6,2.02209E+13,10,,실미유원지,22386
954,인천광역시 중구 큰무리로 99,(무의동),2,0,A01,A0101,A01011200,129253,12,2.00609E+13,http://tong.visitkorea.or.kr/cms/resource/90/190690_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/190690_image3_1.jpg,126.4038613,37.4025437,6,2.02207E+13,10,,실미해수욕장,22386
955,,,2,,C01,C0115,C01150001,1909256,25,2.01403E+13,http://tong.visitkorea.or.kr/cms/resource/84/1579084_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1579084_image3_1.jpg,126.4856637,37.74965749,7,2.01609E+13,1,,심도 역사 문화길을 따라 걷다,
956,인천광역시 강화군 강화동로 82 해물칼국수,,2,,A05,A0502,A05020100,2878160,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/59/2878159_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/59/2878159_image3_1.JPG,126.4933909,37.64642244,6,2.0221E+13,1,,심애선해물칼국수,23048
957,인천광역시 강화군 하점면 강화서로 915-1,,2,0,A02,A0206,A02060500,130305,14,2.00711E+13,http://tong.visitkorea.or.kr/cms/resource/56/1895156_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/1895156_image3_1.jpg,126.3908051,37.77287533,6,2.02211E+13,1,,심은미술관,23015
958,인천광역시 옹진군 백령면 백령로316번길 109-117,,2,0,A02,A0206,A02060300,560981,12,2.00805E+13,,,124.7136239,37.97976432,6,2.02302E+13,9,,심청각,23101
959,인천광역시 옹진군 영흥면 영흥북로 388-1,,2,,A03,A0302,A03021700,2743252,28,2.02109E+13,http://tong.visitkorea.or.kr/cms/resource/39/2743439_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/39/2743439_image2_1.JPG,126.4862877,37.28198414,6,2.0221E+13,9,,십리포해수욕장야영장,23118
960,인천광역시 중구 차이나타운로 50-2,,2,,A05,A0502,A05020400,2022003,39,2.01507E+13,http://tong.visitkorea.or.kr/cms/resource/64/1990464_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1990464_image3_1.jpg,126.6187953,37.47514458,6,2.02212E+13,10,032-762-5888,십리향,22312
961,인천광역시 부평구 배곶남로21번길 18,(십정동),2,,A04,A0401,A04010200,2765473,38,2.02111E+13,,,126.6957105,37.47334615,6,2.02303E+13,6,,십정시장,21450
962,인천광역시 강화군 해안남로 2674 쌈밥이네,,2,,A05,A0502,A05020100,2872401,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/93/2872393_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2872393_image3_1.jpg,126.374291,37.63510778,6,2.0221E+13,1,,쌈밥이네,23060
963,인천광역시 옹진군 선재로34번길 64 선재수산물직판장,2층,2,,A05,A0502,A05020900,2848944,39,2.02209E+13,http://tong.visitkorea.or.kr/cms/resource/24/2848724_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2848724_image3_1.jpg,126.5375593,37.23338789,6,2.02209E+13,9,,쌍곰다방,23123
964,인천광역시 연수구 솔밭로70번길 7,,2,,A05,A0502,A05020100,2811793,39,2.02203E+13,http://tong.visitkorea.or.kr/cms/resource/90/2811790_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2811790_image2_1.jpg,126.6567518,37.41556051,6,2.02203E+13,8,,쌍둥이네 해물식당,21944
965,인천광역시 연수구 송도국제대로 123,,2,,A04,A0401,A04011000,2927852,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/05/2882705_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2882705_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,쌤소나이트 현대아울렛 송도점,21984
966,인천 연수구 국제대로123,,2,,A04,A0401,A04011000,2916250,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/31/2882731_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2882731_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,써스데이 아일랜드,21984
967,인천시 연수구 송도국제대로 123,현대프리미엄아울렛송도점지하1층,2,,A04,A0401,A04011000,2915102,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/62/2882562_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2882562_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,쎄컨스킨 현대송도,21984
968,"인천광역시 연수구 송도국제대로 123, 2층 210호",,2,,A04,A0401,A04011000,2913407,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/44/2882544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2882544_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,쏠리드옴므 현대송도,21984
969,인천광역시 중구 하늘달빛로2번길 6,(중산동),2,0,A02,A0202,A02020700,2769471,12,2.02111E+13,,,126.5658249,37.48180676,6,2.02303E+13,10,,씨사이드파크하늘구름광장,22409
970,인천광역시 중구 용수말로28번길 12,(운남동),2,0,A02,A0202,A02020600,2769519,12,2.02111E+13,,,126.5179962,37.47209872,6,2.02305E+13,10,,씨사이드파크해수족욕장,22378
971,인천광역시 강화군 화도면 해안남로 2680-12,,2,,A03,A0302,A03021700,2728912,28,2.02107E+13,http://tong.visitkorea.or.kr/cms/resource/71/2728971_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2728971_image2_1.jpg,126.3752298,37.63473006,6,2.02301E+13,1,,씨사이드힐캠핑장,23060
972,인천광역시 중구 하나개로 140,(무의동),2,,A03,A0302,A03022700,2781337,28,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/04/2786504_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2786504_image2_1.jpg,126.4110056,37.3850903,6,2.02212E+13,10,,씨스카이월드 짚라인,22387
973,인천광역시 중구 용유서로479번길 50-7,,2,,B02,B0201,B02010100,987145,32,2.01003E+13,http://tong.visitkorea.or.kr/cms/resource/78/1348178_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1348178_image3_1.jpg,126.3690323,37.46431091,6,2.02208E+13,10,032-752-2000,씨월드관광호텔,22383
974,인천광역시 중구 우현로 51-1,,2,,A04,A0401,A04011000,2904555,38,2.02211E+13,,,126.6284223,37.47207566,6,2.02211E+13,10,,씨채널안경 신포문화,22322
975,"인천광역시 연수구 송도국제대로 123, 3층(송도동, 현대프리미엄아울렛)",,2,,A04,A0401,A04011000,2913369,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/39/2882539_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2882539_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,아가방앤컴퍼니 현대송도,21984
976,"인천광역시 서구 심곡로 98 인천광역시 인재개발원, 인천연구원",,2,,A02,A0207,A02070200,2872023,15,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/70/2932170_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2932170_image3_1.jpg,126.6806433,37.54188514,6,2.02304E+13,7,032-575-2526,아동이 주인공인 행복한 언택트 축제,22711
977,인천 중구 신포로26-3,,2,,A04,A0401,A04011000,2918730,38,2.0221E+13,,,126.6251365,37.4713007,6,2.02211E+13,10,,아디다스,22322
978,인천광역시 미추홀구 연남로 35,4층아디다스,2,,A04,A0401,A04011000,2913806,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/55/2882755_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2882755_image3_1.jpg,126.7023441,37.44220822,6,2.02211E+13,3,,아디다스 롯데인천터미널,22242
979,인천광역시 연수구 송도과학로16번길 33-3,,2,,A04,A0401,A04011000,2930026,38,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/96/2890496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2890496_image3_1.jpg,126.6612635,37.37987029,6,2.02212E+13,8,,아디다스 트리플스트리트 송도점,21984
980,인천광역시 연수구 송도국제대로 123 1층,,2,,A04,A0401,A04011000,2927708,38,2.0221E+13,,,126.6579998,37.38280322,6,2.02212E+13,8,,아디다스 현대아울렛 송도점,21984
981,인천광역시 연수구 컨벤시아대로 69 송도 밀레니엄,,2,,A05,A0502,A05020200,2851845,39,2.02209E+13,http://tong.visitkorea.or.kr/cms/resource/37/2851837_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2851837_image3_1.jpg,126.6509695,37.39576548,6,2.02209E+13,8,,아띠오아나폴리핏제리아,21995
982,인천광역시 계양구 아라로 228,,2,0,A02,A0205,A02050600,2675429,12,2.0201E+13,http://tong.visitkorea.or.kr/cms/resource/32/2674932_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2674932_image3_1.jpg,126.70141,37.57260971,6,2.02211E+13,2,,아라마루 전망대(아라폭포),21000
983,인천광역시 서구 정서진1로 41,,2,,A02,A0207,A02070200,2508052,15,2.01709E+13,http://tong.visitkorea.or.kr/cms/resource/12/2560612_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/12/2560612_image2_1.JPG,126.6074773,37.55849025,6,2.02304E+13,7,1899-3650,아라문화축제,22850
984,인천광역시 중구 개항로 42,,2,,A05,A0502,A05020700,820738,39,2.0091E+13,http://tong.visitkorea.or.kr/cms/resource/78/818678_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/818678_image3_1.jpg,126.6272974,37.47190344,6,2.02208E+13,10,032-764-0064,아라베스크,22322
985,인천광역시 서구 오류동,(오류동),2,0,A01,A0101,A01011300,2781446,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/38/2781738_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/38/2781738_image2_1.png,126.6141119,37.59275304,6,2.02305E+13,7,,아라빛섬,22850
986,인천광역시 중구 오작로 6-9,,2,,A05,A0502,A05020400,2846861,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/40/2846840_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2846840_image3_1.jpg,126.564633,37.49565791,6,2.02209E+13,10,,아라짬뽕,22391
987,인천광역시 강화군 삼산면 삼산남로 85-11,,2,,A03,A0302,A03021700,2792605,28,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/14/2799514_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/14/2799514_image2_1.JPG,126.3636488,37.68793477,6,2.02212E+13,1,,아로니움글램핑,23006
988,인천광역시 강화군 길상면 장흥로101번길 65,,2,,A03,A0302,A03021700,2740055,28,2.02109E+13,http://tong.visitkorea.or.kr/cms/resource/64/2740164_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/64/2740164_image2_1.JPG,126.5074461,37.61047132,6,2.02211E+13,1,,아르보리아파크 캠핑장,23052
989,인천시 중구 참외전로 117-15,"중앙로46,48,50,52호",2,,A04,A0401,A04011000,2907034,38,2.02211E+13,,,126.6314552,37.47610303,6,2.02211E+13,10,,아리따움 동인천중앙지하,22317
990,인천시 남동구 논현동 청능대로 583 110호,,2,,A04,A0401,A04011000,2915100,38,2.02211E+13,,,126.7239433,37.40143,6,2.02211E+13,4,,아리따움 인천논현,21653
991,인천광역시 연수구 솔밭로 5,,2,,A05,A0502,A05020100,589734,39,2.00807E+13,http://tong.visitkorea.or.kr/cms/resource/22/1885022_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1885022_image3_1.jpg,126.6531938,37.41461333,6,2.02207E+13,8,032-833-0505,아리아리랑,21945
992,인천광역시 강화군 길상면 해안남로 471,,2,,A05,A0502,A05020900,2804358,39,2.02212E+13,,,126.5100351,37.59911713,6,2.02302E+13,1,,아매네 카페,23051
993,인천광역시 미추홀구 용현동,195-19,2,,A05,A0502,A05020200,2833460,39,2.02208E+13,,,126.6567119,37.45255343,6,2.02208E+13,3,,아미고,22207
994,인천 서구 북항로32번안길50,,2,,A04,A0401,A04011000,2916140,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/56/2882856_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2882856_image3_1.jpg,126.6477389,37.5099716,6,2.02211E+13,7,,아식스,22769
995,인천광역시 연수구 아암대로 612,,2,0,A02,A0202,A02020700,1619731,12,2.01205E+13,http://tong.visitkorea.or.kr/cms/resource/73/1578773_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1578773_image3_1.jpg,126.6393923,37.41396317,6,2.02304E+13,8,,아암도해안공원,22005
996,인천광역시 부평구 장제로 346,(삼산동),2,,A05,A0502,A05020100,2768176,39,2.02111E+13,,,126.7325921,37.5164529,6,2.02205E+13,6,,아우라지,21323
997,인천시 연수구 송도국제대로 123,지하1층아이더,2,,A04,A0401,A04011000,2902934,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/86/2882686_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2882686_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,아이더 현대송도,21984
998,"인천광역시 연수구 송도국제대로 123, 1층",,2,,A04,A0401,A04011000,2912469,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/89/2882589_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2882589_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,아이에비뉴 현대송도,21984
999,인천광역시 연수구 송도국제대로 123 현대아울렛 1층,,2,,A04,A0401,A04011000,2908601,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/11/2882511_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2882511_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,아이잗바바 현대송도,21984
1000,인천광역시 부평구 마장로 489,(청천동),2,,A04,A0401,A04010600,132702,38,2.00701E+13,http://tong.visitkorea.or.kr/cms/resource/45/1924145_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1924145_image3_1.jpg,126.7032141,37.52134348,6,2.0221E+13,6,032-270-2000,아이즈빌아울렛,21302
1001,인천광역시 중구 참외전로174번길 8-1,(경동),2,,A05,A0502,A05020900,2787110,39,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/61/2792061_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2792061_image2_1.jpg,126.6350772,37.47217577,6,2.02212E+13,10,,아이케이라이트하우스(일광전구라이트하우스),22319
1002,인천광역시 옹진군 영흥면 선재로 224,,2,,B02,B0201,B02010900,1882217,32,2.01401E+13,http://tong.visitkorea.or.kr/cms/resource/26/1882226_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/1882226_image2_1.JPG,126.5244435,37.24789987,,2.02212E+13,9,032-889-7184,아일랜드모텔,23123
1003,인천광역시 옹진군 백령면 백령로 215,,2,,B02,B0201,B02010900,820165,32,2.0091E+13,http://tong.visitkorea.or.kr/cms/resource/86/820386_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/820386_image3_1.jpg,124.7218346,37.96724649,6,2.02211E+13,9,032-836-6700,아일랜드캐슬,23101
1004,인천광역시 동구 화도진로91번길 27,,2,,A05,A0502,A05020100,698946,39,2.00902E+13,http://tong.visitkorea.or.kr/cms/resource/86/696486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/696486_image3_1.jpg,126.6298942,37.47837218,6,2.02305E+13,5,032-765-3553,아저씨냉면,22519
1005,인천광역시 연수구 하모니로 158 송도타임스페이스,,2,,A05,A0502,A05020300,2811507,39,2.02203E+13,,,126.6427567,37.38314458,6,2.02205E+13,8,,아키노주방,21998
